# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1721
#@/user_id	myrimedata-windows
a 	啊	c=11 d=3.91031 t=1721
shu ru ruan 	輸入軟	c=1 d=0.748263 t=1721
shuang du fu fu 	雙獨夫婦	c=1 d=0.117068 t=1721
shui mian 	睡眠	c=1 d=0.980199 t=1721
shui rong rong 	水溶溶	c=0 d=0.0286505 t=1721
shun kou liu 	順口溜	c=0 d=0.0612626 t=1721
shun kou liu de ji fen ka 	順口溜的計分卡	c=1 d=0.615697 t=1721
shuo 	說	c=3 d=0.287431 t=1721
shuo dao di 	說到底	c=1 d=0.204349 t=1721
shuo de 	說的	c=1 d=0.321422 t=1721
si 	四	c=1 d=0.29523 t=1721
si 	死	c=1 d=0.0843665 t=1721
si da fa ming 	四大發明	c=1 d=0.798516 t=1721
si da jie kong 	四大皆空	c=0 d=0.0843665 t=1721
si da kang 	斯達康	c=0 d=0.071177 t=1721
si da lin 	斯大林	c=0 d=0.00332068 t=1721
si da lin kai fa 	斯大林開發	c=1 d=0.0333733 t=1721
si dang dong 	斯當東	c=0 d=0.083527 t=1721
si dong fei dong 	似懂非懂	c=1 d=0.0528657 t=1721
si fa du li 	司法獨立	c=0 d=0.016696 t=1721
si fa du li kan kan 	司法獨立看看	c=1 d=0.167797 t=1721
si ji dou fu 	四季豆腐	c=1 d=0.67368 t=1721
si kao 	思考	c=1 d=0.75812 t=1721
si kao dai fu kuan 	思考代付款	c=2 d=0.0971352 t=1721
si kao jing dong fang 	思考京東方	c=1 d=0.729789 t=1721
si kao jiu shi 	思考就是	c=1 d=0.0934807 t=1721
si kao lao dong fa 	思考勞動法	c=2 d=0.90228 t=1721
si kao lao dong fa kao lv 	思考勞動法考慮	c=1 d=0.0536647 t=1721
si kao lao dong fa si da kang 	思考勞動法斯達康	c=1 d=0.715338 t=1721
si kao liang de fen ju 	思考兩地分居	c=1 d=0.049787 t=1721
si ke da 	斯柯達	c=0 d=0.0986662 t=1721
si ke da lang fei 	斯柯達浪費	c=1 d=0.559898 t=1721
si ke da lu fang ji 	斯柯達錄放機	c=1 d=0.847894 t=1721
si lian 	死鏈	c=1 d=0.477114 t=1721
si wa 	絲襪	c=0 d=0.0313486 t=1721
si xiang 	思想	c=3 d=0.404288 t=1721
su dan da fo 	蘇丹達佛	c=1 d=0.100259 t=1721
su du 	速度	c=1 d=0.0423036 t=1721
su du fa 	速讀法	c=1 d=0.873716 t=1721
su du kai fa 	速度開發	c=7 d=1.84511 t=1721
su du kai fa ji 	速度開發機	c=1 d=0.755784 t=1721
su du kai fa kong shou dao 	速度開發空手道	c=1 d=0.794533 t=1721
su du kai fa kuan 	速度開發款	c=1 d=0.860708 t=1721
su du kai fa le 	速度開發了	c=1 d=0.582748 t=1721
su du kuai 	速度快	c=2 d=0.987945 t=1721
suan fa 	算法	c=0 d=0.0648707 t=1721
suan fa an a ding ke li fu 	算法氨吖啶克里夫	c=1 d=0.634448 t=1721
suan fa fu wu 	算法服務	c=1 d=0.0343896 t=1721
suan la 	酸辣	c=0 d=0.0895834 t=1721
suan la fen 	酸辣粉	c=1 d=0.900325 t=1721
sui shi sui di 	隨時隨地	c=0 d=0.0353455 t=1721
suo duan 	縮短	c=1 d=0.0963276 t=1721
suo jian ji suo de 	所見即所得	c=1 d=0.292293 t=1721
ta 	他	c=2 d=0.271612 t=1721
ta shuo 	他說	c=1 d=0.83527 t=1721
tai 	太	c=1 d=0.639632 t=1721
tai chou 	太醜	c=1 d=0.640824 t=1721
tai hao 	忕號	c=1 d=0.995012 t=1721
te bie 	特別	c=0 d=0.0121238 t=1721
te ding 	特定	c=2 d=0.119438 t=1721
ti shi 	提示	c=2 d=0.943828 t=1721
ti wen 	提問	c=1 d=0.0564161 t=1721
ting 	婷	c=1 d=0.585669 t=1721
ting bu cuo 	挺不錯	c=0 d=0.0752015 t=1721
ting shuo 	聽說	c=1 d=0.647264 t=1721
ting ting 	婷婷	c=1 d=0.034562 t=1721
tong guo 	通過	c=1 d=0.109154 t=1721
tong nian 	童年	c=1 d=0.571209 t=1721
tong zhi 	通知	c=2 d=0.0629545 t=1721
tou zhe 	透着	c=1 d=0.501576 t=1721
tu 	圖	c=0 d=0.00880368 t=1721
tu biao 	圖標	c=1 d=0.0424257 t=1721
tu wen 	圖文	c=2 d=0.680451 t=1721
tui jian 	推薦	c=1 d=0.97531 t=1721
tuo pan 	托盤	c=1 d=0.186374 t=1721
wa 	瓦	c=3 d=1.58701 t=1721
wa ao 	凹凹	c=0 d=0.179168 t=1721
wa da 	挖大	c=0 d=0.510628 t=1721
wa da qi qian a da 	挖大七千阿達	c=1 d=0.316637 t=1721
wa dang wen 	瓦當文	c=0 d=0.0840644 t=1721
wa dang wen ren da gu dan dan de ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding di di da da a a a a a a a a ban ben 	瓦當文人大孤單單的頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂滴滴答答啊啊啊啊啊啊啊啊版本	c=1 d=0.467666 t=1721
wa de dao 	挖地道	c=0 d=0.0935038 t=1721
wa de se 	瓦德瑟	c=0 d=0.0353455 t=1721
wa ha ha 	娃哈哈	c=2 d=1.72296 t=1721
wa ha ha ha 	哇哈哈哈	c=1 d=0.0443785 t=1721
wa qian 	挖潛	c=0 d=0.033454 t=1721
wa qian da di dang qian a da 	挖潛大敵當前阿達	c=1 d=0.336216 t=1721
wa ran 	窪然	c=1 d=0.466776 t=1721
wa ren 	蛙人	c=0 d=0.0375311 t=1721
wa wa 	娃娃	c=0 d=0.0996076 t=1721
wa wa de 	哇哇地	c=0 d=0.218527 t=1721
wai 	外	c=0 d=0.0748264 t=1721
wai di 	外地	c=1 d=0.180866 t=1721
wan 	玩	c=2 d=0.718582 t=1721
wan 	萬	c=2 d=0.137565 t=1721
wan cheng 	完成	c=1 d=0.909373 t=1721
wan gu 	萬股	c=1 d=0.0773047 t=1721
wan ou 	玩偶	c=1 d=0.687289 t=1721
wan qiao qiao da da da ren a a a a da sa ding ding ding ding shi da da 	玩敲敲打打大人啊啊啊啊搭撒頂頂頂頂溼答答	c=1 d=0.293758 t=1721
wan shang 	晚上	c=2 d=0.304259 t=1721
wan shi da 	萬事達	c=1 d=0.582748 t=1721
wan wei wang 	萬維網	c=0 d=0.0463013 t=1721
wan wei wang wa ao 	萬維網凹凹	c=1 d=0.465334 t=1721
wang 	往	c=2 d=1.87435 t=1721
wang 	王	c=1 d=0.151072 t=1721
wang pan 	網盤	c=1 d=0.103312 t=1721
wang wen wen qie 	望聞問切	c=0 d=0.0290835 t=1721
wang zhan 	網站	c=3 d=1.5975 t=1721
wei 	爲	c=8 d=2.48012 t=1721
wei 	魏	c=1 d=0.0471227 t=1721
wei da 	偉大	c=0 d=0.0590468 t=1721
wei qu de 	未取得	c=0 d=0.0311923 t=1721
wei qu qi 	未娶妻	c=1 d=0.463004 t=1721
wei ruan 	微軟	c=0 d=0.0313486 t=1721
wei sa 	維薩	c=0 d=0.0375311 t=1721
wei shen me 	爲什麼	c=1 d=0.941765 t=1721
wei shen men 	爲身門	c=1 d=0.937067 t=1721
wei xin 	微信	c=1 d=0.035437 t=1721
wei zhi 	位置	c=2 d=0.970445 t=1721
wen ben 	文本	c=1 d=0.941764 t=1721
wen dang 	文檔	c=2 d=0.479817 t=1721
wen jian 	文件	c=1 d=0.960789 t=1721
wen jian jia 	文件夾	c=1 d=1.00298 t=1721
wen suo wei wen 	聞所未聞	c=0 d=0.0377192 t=1721
wen ti 	問題	c=5 d=1.67004 t=1721
wen wen 	問問	c=1 d=0.486752 t=1721
wen zi 	文字	c=1 d=0.895834 t=1721
wo 	倭	c=1 d=0.869358 t=1721
wo 	我	c=22 d=6.80277 t=1721
wo 	沃	c=1 d=0.88692 t=1721
wo 	矱	c=1 d=0.574072 t=1721
wo 	窩	c=0 d=0.0946485 t=1721
wo bing bu 	我並不	c=0 d=0.0329559 t=1721
wo de 	我的	c=3 d=1.13663 t=1721
wo en 	沃恩	c=4 d=0.301301 t=1721
wo en gong si 	沃恩公司	c=1 d=0.0614212 t=1721
wo fen 	我分	c=1 d=0.0403566 t=1721
wo jin ti gong te bie gao xing 	我僅提供特別高興	c=1 d=0.121846 t=1721
wo kan 	我看	c=1 d=0.0992613 t=1721
wo lai 	我來	c=0 d=0.0878095 t=1721
wo lai shi shi 	我來試試	c=1 d=0.882497 t=1721
wo men 	我們	c=19 d=3.15579 t=1721
wo men de 	我們的	c=3 d=0.290165 t=1721
wo men de 	窩們的	c=2 d=1.8426 t=1721
wo men de xi ni nia 	我們的細膩孃	c=1 d=0.118245 t=1721
wo men de xin jia 	我們的新家	c=2 d=0.152285 t=1721
wo men gong si 	我們公司	c=1 d=0.0617291 t=1721
wo men ren 	我們人	c=1 d=0.0536647 t=1721
wo men xin zhu ti 	我們新主題	c=1 d=0.0605068 t=1721
wo qu 	我去	c=1 d=0.719254 t=1721
wo qu chao shi mai le yi ping huang hua cai 	我去超市買了一瓶黃花菜	c=1 d=0.121238 t=1721
wo shi 	我是	c=2 d=0.484657 t=1721
wo shi shi 	我實施	c=1 d=0.0544757 t=1721
wo wo ao ao 	窩窩凹凹	c=0 d=0.0364219 t=1721
wo wo ao ao da da da wu wei wu wu wu wu wu wu wu wu wu wu wu wu wu wu wu wa da da wa ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding di deng dong wu wa da 	窩窩凹凹大大大無畏嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚挖大大窪頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂低等動物挖大	c=1 d=0.366045 t=1721
wo ye 	我也	c=1 d=0.843665 t=1721
wo yong 	我用	c=1 d=0.112478 t=1721
wo zai 	我再	c=1 d=0.0557715 t=1721
wo zai shi shi 	我再試試	c=2 d=0.0629543 t=1721
wu 	無	c=1 d=0.392586 t=1721
wu di dong 	無底洞	c=0 d=0.0298197 t=1721
wu fa 	無法	c=2 d=1.49639 t=1721
wu pin 	物品	c=1 d=0.666977 t=1721
wu ren dao 	無人島	c=1 d=0.370544 t=1721
wu shu ci 	無數次	c=1 d=0.126186 t=1721
wu wei de qu 	武威地區	c=0 d=0.0290835 t=1721
wu wu ran 	無污染	c=0 d=0.0633306 t=1721
wu wu wu 	嗚嗚嗚	c=0 d=0.507886 t=1721
wu wu wu wu wu wu wei wu wu wu wa da a a a a a a a a a a a a a a a a a a a a wen jian jia wu wu wu wu wu wu wu wu wu wa ran ding ding ding ding ding ding ding ding da da de diao chu 	嗚嗚嗚嗚嗚嗚爲嗚嗚嗚挖大啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊文件夾嗚嗚嗚嗚嗚嗚嗚嗚嗚窪然頂頂頂頂頂頂頂頂大大的調出	c=1 d=0.410656 t=1721
wu wu wu wu wu wu wu wei de qu dan wei wang wen wen qie da da quan bu 	嗚嗚嗚嗚嗚嗚武威地區單位望聞問切大大全部	c=1 d=0.292293 t=1721
wu wu wu wu wu wu wu wu wu san wan qi qian jin jin ji jiao da jia qi qian a a a 	嗚嗚嗚嗚嗚嗚嗚嗚嗚三萬七千斤斤計較大家七千啊啊啊	c=1 d=0.349938 t=1721
wu ya 	烏鴉	c=1 d=0.543351 t=1721
xi huan 	喜歡	c=2 d=0.568817 t=1721
xi lie 	系列	c=1 d=0.615697 t=1721
xi ni 	細膩	c=0 d=0.0117655 t=1721
xi tong 	系統	c=4 d=1.52514 t=1721
xi wang 	希望	c=1 d=0.511709 t=1721
xia 	下	c=3 d=0.749292 t=1721
xia ban 	下班	c=1 d=0.291401 t=1721
xia ban hou 	下班後	c=1 d=0.640824 t=1721
xia ci 	下次	c=1 d=0.941765 t=1721
xia xian 	下線	c=1 d=0.0685632 t=1721
xia zai 	下載	c=3 d=0.862083 t=1721
xian 	先	c=2 d=0.243121 t=1721
xian 	線	c=1 d=0.0349094 t=1721
xian chi 	先吃	c=2 d=1.49744 t=1721
xian shi 	顯示	c=4 d=0.985424 t=1721
xian shi chu 	顯示出	c=1 d=0.637628 t=1721
xian shi qi 	顯示器	c=1 d=0.0792617 t=1721
xian zai 	現在	c=2 d=0.111917 t=1721
xiang 	想	c=2 d=1.01818 t=1721
xiang chi 	想吃	c=1 d=0.878095 t=1721
xiang guan 	相關	c=1 d=0.0328764 t=1721
xiang mu 	項目	c=3 d=1.15641 t=1721
xiang mu ruan li ruan jian 	項目軟裏軟件	c=1 d=0.157237 t=1721
xiao 	小	c=7 d=1.53255 t=1721
xiao cheng xu 	小程序	c=1 d=0.0466538 t=1721
xiao guo 	效果	c=1 d=0.0875977 t=1721
xiao lang 	小狼	c=2 d=0.539667 t=1721
xiao lang hao 	小狼毫	c=7 d=3.76302 t=1721
xiao shou 	銷售	c=1 d=0.0706512 t=1721
xie 	些	c=1 d=0.140156 t=1721
xie 	寫	c=1 d=0.551563 t=1721
xin 	新	c=0 d=0.0114681 t=1721
xin ban 	新版	c=1 d=0.0564173 t=1721
xin ban ba 	新版吧	c=1 d=0.109701 t=1721
xin chan pin 	新產品	c=1 d=0.0623495 t=1721
xin dai 	信貸	c=0 d=0.00862936 t=1721
xin dai zhan zhong 	信貸戰中	c=1 d=0.0867261 t=1721
xin de 	新的	c=1 d=0.740819 t=1721
xin jia 	新家	c=1 d=0.086451 t=1721
xin shu ru fa 	新輸入法	c=1 d=0.0547488 t=1721
xin wen 	新聞	c=1 d=0.145876 t=1721
xin wen gao 	新聞稿	c=2 d=0.643398 t=1721
xin xi 	信息	c=1 d=0.0692522 t=1721
xing le 	行了	c=1 d=0.847894 t=1721
xing shi 	形式	c=1 d=0.67368 t=1721
xing xiang 	形象	c=1 d=0.694197 t=1721
xing zheng cun 	行政村	c=1 d=0.0977834 t=1721
xiong mao 	熊貓	c=2 d=1.36431 t=1721
xiu fu 	修復	c=2 d=1.10347 t=1721
xiu gai 	修改	c=4 d=0.984198 t=1721
xiu mian 	休眠	c=1 d=0.955997 t=1721
xu 	虛	c=1 d=0.548812 t=1721
xu 	需	c=2 d=0.316055 t=1721
xu qiu 	需求	c=2 d=0.520795 t=1721
xuan xiang 	選項	c=0 d=0.0110251 t=1721
xuan xuan 	喧喧	c=5 d=1.05773 t=1721
xue xi 	學習	c=1 d=0.25924 t=1721
ya ya 	呀呀	c=1 d=0.68045 t=1721
yan 	演	c=1 d=0.509156 t=1721
yan jiu 	研究	c=3 d=1.2196 t=1721
yan se 	顏色	c=2 d=0.124426 t=1721
yan shi 	演示	c=1 d=0.0953692 t=1721
yan tai 	煙臺	c=0 d=0.00566989 t=1721
yan tai ge 	煙臺個	c=1 d=0.0569831 t=1721
yang 	樣	c=1 d=0.170333 t=1721
yang shi 	央視	c=1 d=0.211189 t=1721
yang wo 	仰臥	c=1 d=0.985112 t=1721
yao qing 	邀請	c=1 d=0.0420036 t=1721
ye 	也	c=1 d=0.909373 t=1721
ye mian 	頁面	c=4 d=1.24153 t=1721
ye shi 	也是	c=1 d=0.173774 t=1721
yi 	奕	c=4 d=0.123533 t=1721
yi bian 	一邊	c=1 d=0.282239 t=1721
yi dian 	一點	c=1 d=0.798516 t=1721
yi ge 	一個	c=4 d=1.06484 t=1721
yi ge kuan 	一個款	c=1 d=0.0488012 t=1721
yi hui 	一會	c=1 d=0.105928 t=1721
yi ji 	以及	c=2 d=0.06327 t=1721
yi jian 	一鍵	c=1 d=0.0515605 t=1721
yi jing 	已經	c=3 d=0.960257 t=1721
yi ju hua 	一句話	c=1 d=0.591555 t=1721
yi kuai 	一塊	c=1 d=0.106459 t=1721
yi kuan 	一款	c=1 d=0.142987 t=1721
yi lan 	一覽	c=1 d=0.199888 t=1721
yi ping 	一瓶	c=0 d=0.0120633 t=1721
yi quan 	一圈	c=1 d=0.102797 t=1721
yi wei 	以爲	c=1 d=0.733447 t=1721
yin qing 	引擎	c=1 d=0.946486 t=1721
yin wei 	因爲	c=1 d=0.923116 t=1721
yin xiang 	印象	c=1 d=0.514274 t=1721
yin ying 	陰影	c=1 d=0.0862936 t=1721
ying wen 	英文	c=3 d=0.939712 t=1721
yong 	用	c=5 d=0.97531 t=1721
yong hu 	用戶	c=4 d=1.64413 t=1721
yong hu ming 	用戶名	c=1 d=0.0415857 t=1721
you 	又	c=1 d=0.865022 t=1721
you 	有	c=8 d=1.22424 t=1721
you ge 	有個	c=1 d=0.255381 t=1721
you hua 	優化	c=7 d=2.23077 t=1721
you mu 	遊牧	c=0 d=0.00800583 t=1721
you mu you 	遊牧有	c=2 d=0.161322 t=1721
you xiang 	郵箱	c=1 d=0.0389686 t=1721
you xiao 	有效	c=1 d=0.123687 t=1721
yu dao 	遇到	c=1 d=0.847893 t=1721
yu lan 	預覽	c=1 d=0.285076 t=1721
yu liu 	預留	c=2 d=0.0675828 t=1721
yuan 	元	c=1 d=0.256661 t=1721
yuan ma 	源碼	c=0 d=0.0367879 t=1721
yuan ma bao 	源碼包	c=1 d=0.369723 t=1721
yuan yin 	原因	c=0 d=0.0923116 t=1721
yue 	悅	c=1 d=0.102284 t=1721
yun 	運	c=2 d=0.256506 t=1721
yun xing 	運行	c=6 d=5.62356 t=1721
za 	砸	c=1 d=0.127454 t=1721
zai 	再	c=1 d=0.054204 t=1721
zai 	在	c=4 d=1.91447 t=1721
zai kan xia 	在看下	c=1 d=0.45612 t=1721
zai na 	在哪	c=1 d=0.19593 t=1721
zai shi shi 	在試試	c=2 d=0.12979 t=1721
zan 	讚	c=0 d=0.0197899 t=1721
zan yi ge 	讚一個	c=1 d=0.198891 t=1721
ze 	則	c=2 d=1.11804 t=1721
zen me 	怎麼	c=2 d=0.493193 t=1721
zen me hui 	怎麼會	c=1 d=0.755783 t=1721
zen me hui shi 	怎麼回事	c=1 d=0.771052 t=1721
zen me yang 	怎麼樣	c=2 d=0.117153 t=1721
zhan dian 	站點	c=2 d=1.61307 t=1721
zhan nei 	站內	c=0 d=0.0748264 t=1721
zhan nei wai 	站內外	c=1 d=0.752014 t=1721
zhan shi 	展示	c=4 d=0.781161 t=1721
zhan shi 	戰士	c=1 d=0.0695994 t=1721
zhan yong 	佔用	c=1 d=0.0352602 t=1721
zhan zhong 	戰中	c=0 d=0.00862936 t=1721
zhang 	長	c=1 d=0.628135 t=1721
zhang hu 	賬戶	c=1 d=0.0380064 t=1721
zhang wo 	掌握	c=1 d=0.980199 t=1721
zhao 	兆	c=1 d=0.532592 t=1721
zhao 	着	c=1 d=0.529935 t=1721
zhao ji hui 	找機會	c=1 d=0.683861 t=1721
zhe 	這	c=4 d=0.788847 t=1721
zhe die 	摺疊	c=2 d=0.366292 t=1721
zhe ge 	這個	c=16 d=2.20806 t=1721
zhe ge fan er 	這個反而	c=1 d=0.822835 t=1721
zhe ge mo ren zhu 	這個默認住	c=1 d=0.0833256 t=1721
zhe ge tai 	這個太	c=1 d=0.084163 t=1721
zhe ge zhu ti 	這個主題	c=1 d=0.0590129 t=1721
zhe li shi 	這裏是	c=2 d=0.639065 t=1721
zhe liang hang 	這兩行	c=2 d=0.127853 t=1721
zhe me 	這麼	c=1 d=0.486752 t=1721
zhe shi 	這事	c=2 d=1.22564 t=1721
zhe shi 	這是	c=2 d=0.895834 t=1721
zhe shi yi ge 	這是一個	c=1 d=0.0515604 t=1721
zhe teng 	折騰	c=1 d=0.489192 t=1721
zhe xie 	這些	c=1 d=0.344728 t=1721
zhe xie nian 	這些年	c=1 d=0.125556 t=1721
zhe zhong 	這種	c=1 d=0.546074 t=1721
zhen 	真	c=1 d=0.679793 t=1721
zhen de 	真的	c=0 d=0.0752015 t=1721
zhen de ting bu cuo 	真的挺不錯	c=1 d=0.755784 t=1721
zhen hao a 	真好啊	c=1 d=1 t=1716
zheng chang 	正常	c=1 d=0.873716 t=1721
zheng de 	整得	c=1 d=0.131994 t=1721
zheng ge 	整個	c=2 d=1.25401 t=1721
zheng li 	整理	c=2 d=1.27655 t=1721
zhi 	之	c=2 d=1.11703 t=1721
zhi chi 	支持	c=2 d=0.096128 t=1721
zhi ding 	指定	c=3 d=0.168954 t=1721
zhi fu 	支付	c=1 d=0.0356146 t=1721
zhi hui 	智慧	c=1 d=0.0569831 t=1721
zhi jie 	直接	c=2 d=0.873716 t=1721
zhi neng 	只能	c=2 d=0.108609 t=1721
zhi xing 	執行	c=1 d=0.955998 t=1721
zhong 	中	c=2 d=0.82032 t=1721
zhong wen 	中文	c=4 d=0.784662 t=1721
zhong wen ban 	中文版	c=3 d=1.16365 t=1721
zhong xin 	中心	c=1 d=0.146607 t=1721
zhu 	住	c=0 d=0.008291 t=1721
zhu ce ji 	註冊機	c=1 d=0.856415 t=1721
zhu ti 	主題	c=4 d=0.181108 t=1721
zhu ti 	豬蹄	c=1 d=0.0561348 t=1721
zhuan qu 	專區	c=1 d=0.895834 t=1721
zhuan ye ban 	專業版	c=2 d=0.361952 t=1721
zhuang shi 	裝飾	c=1 d=0.67032 t=1721
zhuang tai 	狀態	c=1 d=0.818731 t=1721
zi 	子	c=0 d=0.0362647 t=1721
zi hao 	字號	c=3 d=0.789971 t=1721
zi ji 	自己	c=4 d=0.568357 t=1721
zi liao 	資料	c=1 d=1 t=1721
zi mu 	字母	c=1 d=0.88692 t=1721
zi ren wu 	子任務	c=1 d=0.183599 t=1721
zi ti 	字體	c=2 d=0.121811 t=1721
zi xu qiu 	子需求	c=2 d=0.480559 t=1721
zi xun 	諮詢	c=2 d=0.0934486 t=1721
zong 	總	c=1 d=0.588605 t=1721
zong wen 	縱紋	c=0 d=0.00520787 t=1721
zou 	鄒	c=1 d=0.527292 t=1721
zou le 	走了	c=2 d=1.66223 t=1721
zu guo 	祖國	c=2 d=1.74537 t=1721
zu wo 	組我	c=1 d=1 t=1712
zu zhi 	阻止	c=1 d=0.932393 t=1721
zui hao 	最好	c=1 d=0.0407622 t=1721
zuo 	做	c=1 d=0.0352602 t=1721
zuo bu zhu 	坐不住	c=1 d=0.818731 t=1721
zuo cheng 	做成	c=1 d=0.0510474 t=1721
zuo qi lai 	做起來	c=2 d=1.15445 t=1721
zuo wan 	昨晚	c=1 d=0.254107 t=1721
